user_id;age
476;
477;45.0
478;13.0
479;
480;62.0
481;
482;46.0
483;72.0
484;17.0
485;51.0
486;31.0
487;
488;25.0
489;
490;
491;26.0
492;60.0
493;29.0
494;
495;
496;51.0
497;51.0
498;29.0
499;62.0
500;17.0
501;
502;47.0
503;40.0
504;29.0
505;51.0
506;
507;
508;29.0
509;
510;
511;
512;58.0
513;
514;30.0
515;24.0
516;
517;22.0
518;
519;23.0
520;
521;
522;
523;19.0
524;37.0
525;29.0
526;35.0
527;22.0
528;16.0
529;28.0
530;47.0
531;56.0
532;53.0
533;31.0
534;59.0
535;
536;20.0
537;
538;26.0
539;
540;67.0
541;45.0
542;
543;27.0
544;
545;
546;51.0
547;
548;
549;
550;
551;19.0
552;
553;16.0
554;
555;36.0
556;31.0
557;49.0
558;
559;
560;
561;35.0
562;
563;
564;15.0
565;48.0
566;
567;
568;
569;28.0
570;
571;23.0
572;23.0
573;31.0
574;33.0
575;23.0
576;35.0
577;
578;
579;29.0
580;22.0
581;45.0
582;56.0
583;19.0
584;23.0
585;
586;26.0
587;
588;60.0
589;
590;
591;42.0
592;
593;28.0
594;
595;17.0
596;49.0
597;43.0
598;34.0
599;36.0
600;20.0
601;
602;23.0
603;
604;42.0
605;
606;
607;31.0
608;30.0
609;34.0
610;19.0
611;24.0
612;20.0
613;
614;28.0
615;29.0
616;34.0
617;54.0
618;
619;
620;45.0
621;48.0
622;23.0
623;
624;
625;41.0
626;41.0
627;
628;
629;44.0
630;33.0
631;
632;15.0
633;
634;50.0
635;24.0
636;
637;20.0
638;20.0
639;
640;
641;
642;37.0
643;23.0
644;
645;
646;21.0
647;35.0
648;
649;
650;
651;26.0
652;
653;
654;30.0
655;58.0
656;
657;
658;61.0
659;
660;
661;22.0
662;21.0
663;49.0
664;26.0
665;
666;
667;
668;27.0
669;24.0
670;
671;
672;
673;23.0
674;
675;
676;31.0
677;27.0
678;
679;65.0
680;28.0
681;20.0
682;44.0
683;28.0
684;44.0
685;21.0
686;
687;35.0
688;14.0
689;22.0
690;80.0
691;25.0
692;44.0
693;58.0
694;
695;
696;13.0
697;
698;
699;
700;16.0
701;31.0
702;53.0
703;52.0
704;
705;
706;
707;
708;
709;14.0
710;42.0
711;27.0
712;29.0
713;49.0
714;
715;
716;34.0
717;
718;30.0
719;52.0
720;16.0
721;
722;66.0
723;
724;
725;24.0
726;31.0
727;40.0
728;
729;
730;69.0
731;
732;
733;53.0
734;
735;29.0
736;34.0
737;
738;
739;55.0
740;
741;16.0
742;
743;
744;48.0
745;25.0
746;36.0
747;
748;14.0
749;
750;36.0
751;41.0
752;
753;
754;33.0
755;24.0
756;
757;29.0
758;
759;
760;
761;30.0
762;23.0
763;
764;28.0
765;
766;52.0
767;43.0
768;
769;
770;
771;38.0
772;27.0
773;52.0
774;16.0
775;28.0
776;23.0
777;13.0
778;
779;
780;
781;20.0
782;57.0
783;
784;39.0
785;
786;48.0
787;
788;
789;15.0
790;
791;
792;44.0
793;
794;47.0
795;
796;
797;
798;
799;
800;
801;51.0
802;33.0
803;41.0
804;38.0
805;34.0
806;
807;32.0
808;
809;36.0
810;
811;34.0
812;17.0
813;42.0
814;
815;
816;32.0
817;41.0
818;
819;
820;38.0
821;33.0
822;25.0
823;36.0
824;15.0
825;38.0
826;65.0
827;
828;35.0
829;23.0
830;57.0
831;21.0
832;
833;
834;17.0
835;35.0
836;
837;26.0
838;71.0
839;40.0
840;21.0
841;
842;42.0
843;25.0
844;
845;25.0
846;55.0
847;23.0
848;
849;
850;22.0
851;
852;27.0
853;24.0
854;22.0
855;54.0
856;29.0
857;25.0
858;46.0
859;
860;26.0
861;
862;56.0
863;73.0
864;
865;
866;23.0
867;27.0
868;27.0
869;30.0
870;19.0
871;19.0
872;22.0
873;
874;
875;32.0
876;33.0
877;
878;
879;
880;
881;24.0
882;23.0
883;43.0
884;
885;
886;
887;30.0
888;
889;46.0
890;
891;
892;
893;19.0
894;22.0
895;40.0
896;27.0
897;14.0
898;
899;23.0
900;25.0
901;21.0
902;18.0
903;19.0
904;
905;
906;
907;31.0
908;
909;19.0
910;25.0
911;40.0
912;33.0
913;44.0
914;51.0
915;50.0
916;38.0
917;
918;52.0
919;65.0
920;28.0
921;
922;20.0
923;21.0
924;29.0
925;
926;29.0
927;16.0
928;60.0
929;36.0
930;30.0
931;43.0
932;
933;29.0
934;
935;21.0
936;24.0
937;31.0
938;55.0
939;21.0
940;
941;
942;29.0
943;24.0
944;26.0
945;23.0
946;23.0
947;
948;
949;
950;
951;
952;
953;22.0
954;
955;
956;
957;
958;78.0
959;
960;
961;
962;
963;
964;
965;24.0
966;22.0
967;31.0
968;25.0
969;13.0
970;15.0
971;22.0
972;
973;
974;36.0
975;34.0
976;28.0
977;
978;33.0
979;36.0
980;23.0
981;
982;41.0
983;
984;
985;23.0
986;
987;
988;
989;33.0
990;
991;62.0
992;33.0
993;
994;
995;34.0
996;
997;
998;
999;21.0
1000;34.0
1001;19.0
1002;25.0
1003;
1004;
1005;67.0
1006;59.0
1007;16.0
1008;
1009;56.0
1010;26.0
1011;52.0
1012;
1013;23.0
1014;
1015;18.0
1016;
1017;35.0
1018;
1019;
1020;
1021;
1022;
1023;
1024;
1025;33.0
1026;
1027;18.0
1028;57.0
1029;57.0
1030;29.0
1031;52.0
1032;
1033;
1034;18.0
1035;26.0
1036;25.0
1037;18.0
1038;26.0
1039;38.0
1040;
1041;
1042;40.0
1043;
1044;34.0
1045;47.0
1046;
1047;
1048;22.0
1049;34.0
1050;
1051;17.0
1052;31.0
1053;20.0
1054;37.0
1055;30.0
1056;35.0
1057;19.0
1058;23.0
1059;47.0
1060;38.0
1061;
1062;16.0
1063;19.0
1064;45.0
1065;
1066;59.0
1067;37.0
1068;18.0
1069;
1070;
1071;22.0
1072;47.0
1073;31.0
1074;
1075;49.0
1076;20.0
1077;
1078;28.0
1079;
1080;35.0
1081;31.0
1082;36.0
1083;
1084;
1085;
1086;
1087;46.0
1088;17.0
1089;22.0
1090;49.0
1091;25.0
1092;
1093;
1094;18.0
1095;
1096;18.0
1097;
1098;
1099;32.0
1100;24.0
1101;
1102;28.0
1103;
1104;38.0
1105;57.0
1106;41.0
1107;
1108;
1109;18.0
1110;31.0
1111;
1112;
1113;22.0
1114;59.0
1115;
1116;29.0
1117;61.0
1118;
1119;
1120;
1121;
1122;21.0
1123;23.0
1124;
1125;18.0
1126;22.0
1127;
1128;61.0
1129;53.0
1130;26.0
1131;22.0
1132;
1133;46.0
1134;
1135;
1136;21.0
1137;25.0
1138;
1139;33.0
1140;19.0
1141;26.0
1142;25.0
1143;45.0
1144;21.0
1145;
1146;55.0
1147;
1148;79.0
1149;
1150;25.0
1151;22.0
1152;
1153;26.0
1154;
1155;22.0
1156;
1157;34.0
1158;
1159;25.0
1160;18.0
1161;
1162;31.0
1163;32.0
1164;35.0
1165;
1166;22.0
1167;25.0
1168;20.0
1169;27.0
1170;17.0
1171;32.0
1172;26.0
1173;22.0
1174;32.0
1175;27.0
1176;29.0
1177;
1178;9.0
1179;28.0
1180;23.0
1181;38.0
1182;23.0
1183;49.0
1184;38.0
1185;
1186;24.0
1187;23.0
1188;29.0
1189;39.0
1190;24.0
1191;34.0
1192;27.0
1193;28.0
1194;
1195;
1196;28.0
1197;40.0
1198;35.0
1199;28.0
1200;
1201;22.0
1202;43.0
1203;21.0
1204;
1205;32.0
1206;
1207;
1208;
1209;33.0
1210;
1211;22.0
1212;24.0
1213;19.0
1214;30.0
1215;17.0
1216;24.0
1217;
1218;27.0
1219;17.0
1220;
1221;34.0
1222;
1223;
1224;
1225;22.0
1226;14.0
1227;16.0
1228;
1229;
1230;34.0
1231;13.0
1232;50.0
1233;27.0
1234;25.0
1235;
1236;25.0
1237;21.0
1238;42.0
1239;37.0
1240;36.0
1241;
1242;25.0
1243;34.0
1244;55.0
1245;
1246;36.0
1247;
1248;
1249;
1250;44.0
1251;
1252;
1253;22.0
1254;26.0
1255;23.0
1256;
1257;
1258;18.0
1259;29.0
1260;17.0
1261;46.0
1262;39.0
1263;23.0
1264;
1265;
1266;19.0
1267;
1268;
1269;42.0
1270;33.0
1271;64.0
1272;
1273;27.0
1274;
1275;
1276;
1277;
1278;
1279;
1280;34.0
1281;32.0
1282;32.0
1283;26.0
1284;44.0
1285;28.0
1286;
1287;32.0
1288;35.0
1289;
1290;26.0
1291;34.0
1292;
1293;
1294;
1295;
1296;
1297;30.0
1298;20.0
1299;
1300;37.0
1301;18.0
1302;
1303;56.0
1304;47.0
1305;17.0
1306;41.0
1307;
1308;
1309;28.0
1310;
1311;
1312;23.0
1313;30.0
1314;48.0
1315;
1316;18.0
1317;63.0
1318;33.0
1319;
1320;36.0
1321;24.0
1322;21.0
1323;
1324;
1325;
1326;37.0
1327;
1328;24.0
1329;26.0
1330;
1331;32.0
1332;
1333;36.0
1334;32.0
1335;
1336;42.0
1337;28.0
1338;37.0
1339;14.0
1340;21.0
1341;
1342;
1343;33.0
1344;
1345;
1346;25.0
1347;
1348;43.0
1349;
1350;
1351;
1352;35.0
1353;
1354;39.0
1355;71.0
1356;16.0
1357;56.0
1358;
1359;14.0
1360;36.0
1361;
1362;37.0
1363;
1364;16.0
1365;16.0
1366;
1367;23.0
1368;22.0
1369;
1370;26.0
1371;36.0
1372;34.0
1373;
1374;27.0
1375;59.0
1376;
1377;20.0
1378;37.0
1379;
1380;59.0
1381;
1382;33.0
1383;32.0
1384;12.0
1385;
1386;
1387;28.0
1388;29.0
1389;22.0
1390;36.0
1391;
1392;42.0
1393;35.0
1394;28.0
1395;
1396;35.0
1397;36.0
1398;
1399;41.0
1400;39.0
1401;53.0
1402;
1403;26.0
1404;28.0
1405;53.0
1406;
1407;28.0
1408;35.0
1409;74.0
1410;22.0
1411;74.0
1412;47.0
1413;69.0
1414;27.0
1415;47.0
1416;25.0
1417;
1418;45.0
1419;51.0
1420;
1421;55.0
1422;23.0
1423;39.0
1424;
1425;41.0
1426;
1427;22.0
1428;
1429;71.0
1430;15.0
1431;
1432;
1433;54.0
1434;
1435;36.0
1436;
1437;21.0
1438;27.0
1439;
1440;
1441;34.0
1442;36.0
1443;30.0
1444;26.0
1445;
1446;23.0
1447;31.0
1448;61.0
1449;
1450;24.0
1451;22.0
1452;
1453;
1454;21.0
1455;
1456;45.0
1457;21.0
1458;15.0
1459;
1460;
1461;
1462;15.0
1463;
1464;59.0
1465;15.0
1466;28.0
1467;
1468;20.0
1469;59.0
1470;
1471;
1472;
1473;
1474;
1475;
1476;33.0
1477;
1478;25.0
1479;30.0
1480;
1481;22.0
1482;43.0
1483;33.0
1484;28.0
1485;30.0
1486;75.0
1487;23.0
1488;
1489;20.0
1490;
1491;22.0
1492;31.0
1493;
1494;25.0
1495;53.0
1496;31.0
1497;20.0
1498;
1499;
1500;
1501;35.0
1502;
1503;
1504;
1505;25.0
1506;21.0
1507;26.0
1508;
1509;48.0
1510;
1511;25.0
1512;
1513;40.0
1514;
1515;27.0
1516;31.0
1517;32.0
1518;
1519;61.0
1520;
1521;
1522;46.0
1523;
1524;
1525;29.0
1526;
1527;27.0
1528;22.0
1529;
1530;26.0
1531;42.0
1532;34.0
1533;
1534;
1535;69.0
1536;30.0
1537;26.0
1538;29.0
1539;
1540;
1541;25.0
1542;
1543;
1544;31.0
1545;21.0
1546;40.0
1547;
1548;28.0
1549;60.0
1550;
1551;29.0
1552;32.0
1553;23.0
1554;29.0
1555;
1556;
1557;32.0
1558;61.0
1559;
1560;22.0
1561;
1562;
1563;
1564;
1565;
1566;
1567;57.0
1568;37.0
1569;
1570;28.0
1571;32.0
1572;26.0
1573;
1574;
1575;
1576;24.0
1577;58.0
1578;23.0
1579;
1580;16.0
1581;
1582;48.0
1583;48.0
1584;
1585;29.0
1586;14.0
1587;19.0
1588;
1589;50.0
1590;15.0
1591;24.0
1592;50.0
1593;59.0
1594;
1595;
1596;51.0
1597;23.0
1598;
1599;
1600;43.0
1601;
1602;
1603;
1604;24.0
1605;
1606;63.0
1607;29.0
1608;27.0
1609;30.0
1610;
1611;
1612;24.0
1613;41.0
1614;
1615;30.0
1616;
1617;24.0
1618;21.0
1619;
1620;
1621;30.0
1622;
1623;41.0
1624;
1625;59.0
1626;36.0
1627;28.0
1628;20.0
1629;18.0
1630;27.0
1631;
1632;
1633;29.0
1634;33.0
1635;27.0
1636;34.0
1637;24.0
1638;18.0
1639;
1640;33.0
1641;22.0
1642;25.0
1643;24.0
1644;22.0
1645;22.0
1646;19.0
1647;
1648;67.0
1649;41.0
1650;
1651;36.0
1652;
1653;17.0
1654;
1655;48.0
1656;29.0
1657;59.0
1658;
1659;41.0
1660;
1661;60.0
1662;25.0
1663;
1664;14.0
1665;
1666;20.0
1667;
1668;
1669;51.0
1670;47.0
1671;20.0
1672;18.0
1673;23.0
1674;26.0
1675;
1676;
1677;14.0
1678;21.0
1679;
1680;35.0
1681;47.0
1682;
1683;46.0
1684;
1685;38.0
1686;
1687;47.0
1688;53.0
1689;
1690;
1691;50.0
1692;
1693;45.0
1694;26.0
1695;69.0
1696;34.0
1697;
1698;21.0
1699;
1700;25.0
1701;
1702;45.0
1703;19.0
1704;21.0
1705;32.0
1706;26.0
1707;21.0
1708;
1709;57.0
1710;47.0
1711;
1712;
1713;24.0
1714;24.0
1715;49.0
1716;
1717;36.0
1718;28.0
1719;
1720;
1721;21.0
1722;
1723;40.0
1724;25.0
1725;25.0
1726;
1727;
1728;
1729;55.0
1730;33.0
1731;15.0
1732;32.0
1733;30.0
1734;22.0
1735;18.0
1736;26.0
1737;31.0
1738;29.0
1739;
1740;28.0
1741;17.0
1742;51.0
1743;17.0
1744;
1745;
1746;
1747;26.0
1748;
1749;
1750;43.0
1751;
1752;22.0
1753;
1754;29.0
1755;24.0
1756;21.0
1757;16.0
1758;50.0
1759;29.0
1760;39.0
1761;
1762;
1763;25.0
1764;
1765;37.0
1766;
1767;
1768;25.0
1769;
1770;34.0
1771;38.0
1772;33.0
1773;16.0
1774;26.0
1775;14.0
1776;
1777;19.0
1778;25.0
1779;33.0
1780;48.0
1781;32.0
1782;
1783;
1784;23.0
1785;26.0
1786;21.0
1787;
1788;39.0
1789;36.0
1790;25.0
1791;
1792;
1793;26.0
1794;35.0
1795;
1796;
1797;
1798;23.0
1799;
1800;
1801;52.0
1802;43.0
1803;48.0
1804;53.0
1805;
1806;44.0
1807;
1808;23.0
1809;33.0
1810;24.0
1811;56.0
1812;24.0
1813;
1814;
1815;30.0
1816;18.0
1817;
1818;47.0
1819;13.0
1820;16.0
1821;
1822;22.0
1823;25.0
1824;18.0
1825;34.0
1826;23.0
1827;
1828;25.0
1829;
1830;
1831;25.0
1832;
1833;42.0
1834;24.0
1835;
1836;
1837;44.0
1838;
1839;
1840;21.0
1841;
1842;25.0
1843;32.0
1844;36.0
1845;34.0
1846;25.0
1847;
1848;22.0
1849;27.0
1850;
1851;9.0
1852;
1853;57.0
1854;
1855;
1856;29.0
1857;39.0
1858;
1859;
1860;43.0
1861;
1862;
1863;43.0
1864;
1865;52.0
1866;
1867;
1868;
1869;21.0
1870;60.0
1871;
1872;
1873;
1874;36.0
1875;50.0
1876;
1877;47.0
1878;
1879;
1880;36.0
1881;31.0
1882;
1883;20.0
1884;30.0
1885;27.0
1886;
1887;14.0
1888;
1889;46.0
1890;24.0
1891;
1892;47.0
1893;31.0
1894;53.0
1895;
1896;
1897;58.0
1898;47.0
1899;35.0
1900;51.0
1901;
1902;
1903;36.0
1904;
1905;
1906;24.0
1907;32.0
1908;33.0
1909;
1910;
1911;52.0
1912;35.0
1913;
1914;27.0
1915;
1916;17.0
1917;33.0
1918;23.0
1919;
1920;27.0
1921;
1922;
1923;
1924;
1925;42.0
1926;31.0
1927;20.0
1928;17.0
1929;43.0
1930;22.0
1931;40.0
1932;34.0
1933;
1934;18.0
1935;23.0
1936;24.0
1937;42.0
1938;
1939;29.0
1940;34.0
1941;47.0
1942;
1943;61.0
1944;25.0
1945;54.0
1946;23.0
1947;
1948;34.0
1949;
1950;29.0
1951;28.0
1952;23.0
1953;22.0
1954;36.0
1955;
1956;
1957;41.0
1958;23.0
1959;20.0
1960;57.0
1961;17.0
1962;
1963;24.0
1964;
1965;31.0
1966;
1967;19.0
1968;31.0
1969;25.0
1970;47.0
1971;25.0
1972;20.0
1973;
1974;42.0
1975;
1976;41.0
1977;24.0
1978;
1979;28.0
1980;
1981;
1982;
1983;26.0
1984;
1985;39.0
1986;19.0
1987;13.0
1988;
1989;27.0
1990;32.0
1991;31.0
1992;
1993;37.0
1994;
1995;59.0
1996;34.0
1997;16.0
1998;
1999;26.0
2000;19.0
2001;24.0
2002;
2003;21.0
2004;
2005;30.0
2006;
2007;53.0
2008;
2009;31.0
2010;
2011;28.0
2012;34.0
2013;31.0
2014;36.0
2015;
2016;
2017;
2018;21.0
2019;29.0
2020;42.0
2021;
2022;50.0
2023;
2024;34.0
2025;27.0
2026;46.0
2027;
2028;42.0
2029;30.0
2030;31.0
2031;34.0
2032;29.0
2033;27.0
2034;35.0
2035;15.0
2036;49.0
2037;56.0
2038;
2039;
2040;50.0
2041;
2042;31.0
2043;
2044;
2045;
2046;22.0
2047;21.0
2048;25.0
2049;20.0
2050;48.0
2051;
2052;20.0
2053;
2054;25.0
2055;
2056;
2057;26.0
2058;
2059;
2060;54.0
2061;
2062;23.0
2063;
2064;33.0
2065;16.0
2066;31.0
2067;
2068;43.0
2069;48.0
2070;22.0
2071;27.0
2072;26.0
2073;
2074;35.0
2075;29.0
2076;34.0
2077;25.0
2078;
2079;40.0
2080;
2081;62.0
2082;14.0
2083;
2084;21.0
2085;36.0
2086;15.0
2087;
2088;19.0
2089;
2090;28.0
2091;27.0
2092;
2093;19.0
2094;
2095;24.0
2096;62.0
2097;
2098;
2099;
2100;
2101;30.0
2102;
2103;43.0
2104;
2105;
2106;44.0
2107;42.0
2108;
2109;
2110;
2111;
2112;
2113;
2114;23.0
2115;55.0
2116;
2117;
2118;25.0
2119;
2120;16.0
2121;28.0
2122;31.0
2123;40.0
2124;23.0
2125;62.0
2126;24.0
2127;
2128;32.0
2129;34.0
2130;34.0
2131;25.0
2132;
2133;15.0
2134;35.0
2135;
2136;45.0
2137;
2138;
2139;33.0
2140;
2141;
2142;34.0
2143;22.0
2144;22.0
2145;
2146;57.0
2147;35.0
2148;
2149;54.0
2150;
2151;
2152;
2153;30.0
2154;
2155;18.0
2156;20.0
2157;
2158;58.0
2159;
2160;
2161;32.0
2162;18.0
2163;
2164;
2165;
2166;
2167;48.0
2168;27.0
2169;
2170;29.0
2171;27.0
2172;17.0
2173;29.0
2174;
2175;
2176;
2177;28.0
2178;
2179;30.0
2180;18.0
2181;15.0
2182;
2183;
2184;
2185;
2186;27.0
2187;
2188;
2189;24.0
2190;29.0
2191;39.0
2192;
2193;
2194;27.0
2195;
2196;22.0
2197;26.0
2198;
2199;25.0
2200;34.0
2201;34.0
2202;23.0
2203;40.0
2204;
2205;
2206;26.0
2207;
2208;18.0
2209;26.0
2210;
2211;23.0
2212;22.0
2213;15.0
2214;
2215;33.0
2216;
2217;37.0
2218;48.0
2219;
2220;27.0
2221;
2222;
2223;
2224;23.0
2225;
2226;
2227;32.0
2228;26.0
2229;27.0
2230;44.0
2231;35.0
2232;
2233;20.0
2234;
2235;16.0
2236;
2237;
2238;34.0
2239;
2240;
2241;62.0
2242;
2243;
2244;
2245;
2246;
2247;15.0
2248;19.0
2249;
2250;
2251;76.0
2252;47.0
2253;
2254;16.0
2255;35.0
2256;59.0
2257;
2258;21.0
2259;27.0
2260;
2261;59.0
2262;63.0
2263;28.0
2264;33.0
2265;32.0
2266;17.0
2267;
2268;22.0
2269;19.0
2270;
2271;
2272;24.0
2273;27.0
2274;37.0
2275;22.0
2276;46.0
2277;
2278;16.0
2279;18.0
2280;42.0
2281;30.0
2282;34.0
2283;18.0
2284;
2285;
2286;
2287;35.0
2288;30.0
2289;
2290;
2291;51.0
2292;
2293;
2294;25.0
2295;21.0
2296;61.0
2297;28.0
2298;
2299;
2300;19.0
2301;24.0
2302;34.0
2303;30.0
2304;
2305;71.0
2306;35.0
2307;41.0
2308;21.0
2309;18.0
2310;
2311;
2312;
2313;23.0
2314;25.0
2315;
2316;
2317;62.0
2318;
2319;43.0
2320;21.0
2321;35.0
2322;24.0
2323;
2324;40.0
2325;23.0
2326;23.0
2327;28.0
2328;
2329;13.0
2330;
2331;27.0
2332;
2333;
2334;
2335;
2336;17.0
2337;34.0
2338;57.0
2339;
2340;29.0
2341;
2342;60.0
2343;66.0
2344;48.0
2345;55.0
2346;22.0
2347;55.0
2348;44.0
2349;
2350;24.0
2351;24.0
2352;18.0
2353;
2354;
2355;
2356;
2357;35.0
2358;23.0
2359;38.0
2360;
2361;13.0
2362;58.0
2363;42.0
2364;
2365;
2366;16.0
2367;
2368;18.0
2369;45.0
2370;16.0
2371;22.0
2372;46.0
2373;16.0
2374;
2375;20.0
2376;38.0
2377;32.0
2378;
2379;
2380;
2381;
2382;
2383;37.0
2384;
2385;
2386;40.0
2387;
2388;64.0
2389;
2390;26.0
2391;45.0
2392;47.0
2393;
2394;29.0
2395;43.0
2396;50.0
2397;
2398;
2399;32.0
2400;
2401;25.0
2402;21.0
2403;41.0
2404;
2405;29.0
2406;48.0
2407;
2408;33.0
2409;57.0
2410;
2411;37.0
2412;
2413;25.0
2414;
2415;33.0
2416;21.0
2417;35.0
2418;
2419;
2420;
2421;
2422;
2423;
2424;
2425;54.0
2426;58.0
2427;36.0
2428;
2429;
2430;25.0
2431;
2432;
2433;
2434;
2435;
2436;
2437;45.0
2438;
2439;26.0
2440;25.0
2441;18.0
2442;25.0
2443;28.0
2444;25.0
2445;
2446;22.0
2447;
2448;
2449;
2450;
2451;45.0
2452;
2453;
2454;32.0
2455;42.0
2456;54.0
2457;24.0
2458;
2459;
2460;
2461;59.0
2462;
2463;29.0
2464;25.0
2465;
2466;
2467;
2468;54.0
2469;
2470;22.0
2471;19.0
2472;35.0
2473;31.0
2474;
2475;
2476;
2477;23.0
2478;22.0
2479;
2480;24.0
2481;
2482;
2483;35.0
2484;
2485;
2486;
2487;46.0
2488;65.0
2489;39.0
2490;
2491;36.0
2492;
2493;
2494;27.0
2495;40.0
2496;18.0
2497;69.0
2498;
2499;49.0
2500;
2501;34.0
2502;
2503;36.0
2504;
2505;61.0
2506;50.0
2507;57.0
2508;38.0
2509;47.0
2510;
2511;31.0
2512;28.0
2513;
2514;
2515;38.0
2516;21.0
2517;
2518;28.0
2519;
2520;42.0
2521;
2522;39.0
2523;33.0
2524;
2525;
2526;
2527;
2528;
2529;
2530;
2531;20.0
2532;16.0
2533;28.0
2534;
2535;38.0
2536;29.0
2537;28.0
2538;55.0
2539;
2540;46.0
2541;55.0
2542;54.0
2543;
2544;
2545;48.0
2546;25.0
2547;
2548;33.0
2549;31.0
2550;
2551;
2552;
2553;
2554;24.0
2555;
2556;
2557;17.0
2558;
2559;
2560;48.0
2561;
2562;53.0
2563;26.0
2564;58.0
2565;
2566;43.0
2567;53.0
2568;
2569;
2570;
2571;
2572;36.0
2573;55.0
2574;
2575;35.0
2576;25.0
2577;59.0
2578;16.0
2579;
2580;
2581;
2582;17.0
2583;33.0
2584;
2585;25.0
2586;
2587;49.0
2588;
2589;
2590;26.0
2591;
2592;
2593;34.0
